id,type,address,number,postal_code,municipality,province,location,public,available,hours,coord_x,coord_y,Latitude AED,Longitude AED
13.0,,Blvd. Fr. Roosevelt,24.0,7060,SOIGNIES,Hainaut,,Y,,,50.5937,4.05705,50.5937,4.05705
70.0,,Ch. De Wégimont,76.0,4630,Ayeneux,Liège,,,,,50.6245,5.720975,50.6245,5.720975
71.0,,Place Saint - Lambert,,4020,Liège,Liège,,,,,50.6468,5.616625,50.8413171,5.616625
72.0,,Rue du Doyard,,4990,Lierneux,Liège,,,,,50.3036,5.786733333333333,50.290641,5.786733333333333
73.0,,Fond Saint Servais,,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.647276000000005,5.570219402542373
74.0,,Rue des Prémontrès,12.0,4020,Liège,Liège,,,,,50.6468,5.616625,50.6468,5.616625
75.0,,Route de Bastogne,1.0,4920,Harzé,Liège,,,,,50.4667,5.6854,50.4667,5.6854
76.0,,Rue du Parc,1.0,4540,Jehay,Liège,,,,,50.5527,5.31632,50.5527,5.31632
77.0,,Blvd. De la Constitution,19.0,4020,Liège,Liège,,,,,50.6468,5.616625,50.6468,5.616625
78.0,,Place de la République française ,,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.6434974,5.572064739950166
79.0,,Rue Darchis,33.0,4020,Liège,Liège,,,,,50.6468,5.616625,50.6468,5.616625
86.0,,Schumanplein,11.0,1040,Brussel,Bruxelles-Brussel,,,,,50.8327,4.3884,50.8876431,4.3884
87.0,,Uitbreidingstraat,,2600,Berchem,Antwerpen,,,,,51.1902,4.4326,51.1971308,4.4300786
95.0,,Peperstraat,2.0,3300,TIENEN,Vlaams-Brabant,,Y,,,50.81495555555556,4.924133333333334,50.81495555555556,4.924133333333334
96.0,,Graafschap - Jettelaan,2.0,1090,Brussel,Bruxelles-Brussel,,,,,50.8731,4.3342,50.8829048,4.3319445
97.0,,Sint-Pieterskerstraat,,1090,Brussel,Bruxelles-Brussel,,,,,50.8731,4.3342,50.8731,4.3342
98.0,,Wemmelsestweg,100.0,1090,Brussel,Bruxelles-Brussel,,,,,50.8731,4.3342,50.8731,4.3342
100.0,,Rue Pietro Ferrero,5.0,6700,ARLON,Luxembourg,,N,,,49.686575000000005,5.7898499999999995,49.686575000000005,5.7898499999999995
101.0,,Tweestationsstraat,80.0,1070,Brussel,Bruxelles-Brussel,,,,,50.8362,4.3145,50.8319954,4.3239976
102.0,,Nieuwe Weg ,1.0,2070,ZWIJNDRECHT,Antwerpen,,Y,,,51.21185,4.33475,51.21185,4.33475
111.0,,Hermeslaan,2.0,1831,MachelenBt),Vlaams-Brabant,,,,,50.8973,4.4335,51.173288549999995,4.4335
115.0,,Gemeenteplein,1.0,3798,Voeren  s Gravenvoeren,Limburg,,Y,,,50.7587,5.7611,50.7587,5.924647480789121
116.0,,Remersdaal-Dorp,1.0,3791,Remersdaal,Limburg,,,,,50.7314,5.8806,50.7312646,5.8804549
117.0,,Sint-Pieterstraat ,20.0,3792,Sint-Pieters-Voeren,Limburg,,Y,,,50.7386,5.8222,50.7377904,5.8233447
118.0,,Kerkplein,1.0,3790,Moelingen,Limburg,,Y,,,50.75196666666667,5.769933333333333,50.75196666666667,5.769933333333333
119.0,,Gieveldstraat,,3793,Teuven,Limburg,,Y,,,50.7518,5.8757,50.7625781,5.8844909
120.0,,Kerkstraat,1.0,3790,VOEREN,Limburg,,Y,,,50.75196666666667,5.769933333333333,50.75196666666667,5.769933333333333
167.0,,Vanhalstraat,1.0,1500,Halle,Vlaams-Brabant,,y,,,50.7338,4.2345,50.7338,4.2345
170.0,,Brikkenovenstraat,48.0,3600,Genk,Limburg,,N,,,50.965,5.5008,50.9828415,5.4705658
214.0,,Rue de l église,,1150,Bruxelles,Bruxelles-Brussel,,,,,50.8551,4.3707,50.8551,4.3707
218.0,,Cours des mineurs,,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.6524,5.552499999999999
219.0,,Rue des Croisiers,15.0,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.6524,5.552499999999999
220.0,,Rue de l école technique ,,4040,Herstal,Liège,,,,,50.6642,5.6235,50.6642,5.6235
221.0,,Rue de Wallonie,30.0,4460,Bierset,Liège,,,,,50.6401,5.452583333333333,50.6401,5.452583333333333
222.0,,Rue Paul d Andrimont,24.0,4630,Micheroux,Liège,,,,,50.6245,5.720975,50.6245,5.720975
223.0,,Bd. Léon Philippet,83.0,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.6533568,5.5569417
224.0,,Rue du Commerce,14.0,4100,Seraing,Liège,,,,,50.57735,5.5187,50.57735,5.5187
225.0,,Rue Peetermans,80.0,4100,Seraing,Liège,,,,,50.57735,5.5187,50.57735,5.5187
226.0,,Rue J. Stassart,15.0,4367,Crisnée,Liège,,,,,50.70926,5.39984,50.70926,5.39984
227.0,,Route de Dinant,119.0,4020,Liège,Liège,,,,,50.6468,5.616625,50.6468,5.616625
228.0,,Rue de Huy,123.0,4300,Waremme,Liège,,,,,50.69627142857143,5.267071428571429,50.6619935,5.2595628
229.0,,Rue de Sélys,35.0,4300,Waremme,Liège,,,,,50.69627142857143,5.267071428571429,50.5955097,5.267071428571429
230.0,,Rue St. Pierre,48.0,4500,Huy,Liège,,,,,50.517566666666674,5.227133333333334,50.7451724,5.227133333333334
231.0,,Avenue Delchambre,6.0,4500,Huy,Liège,,,,,50.517566666666674,5.227133333333334,50.5227963,5.242103
232.0,,Rue Lambert Marlet,23.0,4020,Liège,Liège,,,,,50.6468,5.616625,50.6468,5.616625
233.0,,Rue Aux Laines,69.0,4800,Verviers,Liège,,,,,50.58286,5.85184,50.5891234,5.8552009
234.0,,Rue av. Peltzer,40.0,4020,Liège,Liège,,,,,50.6468,5.616625,50.6468,5.616625
235.0,,Route du Canada,157.0,4910,La Reid,Liège,,,,,50.52056666666667,5.8281,50.52056666666667,5.8281
238.0,,Route de Botrange,131.0,4950,Robertville,Liège,,,,,50.43785,6.1216,50.4829536,6.1104778
239.0,,Grand Route,317.0,4400,,Liège,,,,,50.6026875,5.4419375,50.6026875,5.4419375
240.0,,Avenue Montesquieu,6.0,4101,Jemeppe-sur-Meuse,Liège,,,,,50.617,5.4985,50.617,5.4985
242.0,,Rue Grand Puits,,4040,Herstal,Liège,,,,,50.6642,5.6235,50.6642,5.6235
259.0,,Rue de la Bouviere,1.0,4190,Vieuxville,Liège,,,,,50.405719999999995,5.60412,50.405719999999995,5.60412
275.0,,Da Vincilaan,,1930,Zaventem,Vlaams-Brabant,,,,,50.88275,4.490600000000001,50.88275,4.490600000000001
277.0,Appareil Mobile- Mobiel apparaat,Adriaan Brouwerstraat,24.0,2000,Antwerpen,Antwerpen,,,,,51.2199,4.4035,51.2199,4.4035
282.0,,Kempenarestraat,53.0,2860,Sint-Katelijne-Waver,Antwerpen,,Y,,,51.0669,4.5347,51.0636565,4.519447
310.0,,Koninginnelaan,1.0,8400,Oostende,West-Vlaanderen,,,,,51.20643333333334,2.9372666666666665,51.20643333333334,2.9372666666666665
311.0,,Northlaan,13.0,8400,Oostende,West-Vlaanderen,,,,,51.20643333333334,2.9372666666666665,51.2200147,2.8869792
312.0,,Kursaal - Oosthelling,12.0,8400,Oostende,West-Vlaanderen,,,,,51.20643333333334,2.9372666666666665,51.2319344,2.9129821
313.0,,Leopold Van Tyghemlaan,62.0,8400,Oostende,West-Vlaanderen,,,,,51.20643333333334,2.9372666666666665,51.2162601,2.8872277
315.0,,Wetstraat,23.0,1040,Brussel,Bruxelles-Brussel,,,,,50.8327,4.3884,50.8327,4.3884
316.0,,Grotesteenweg - Noord,9.0,9052,Gent,Oost-Vlaanderen,,,,,51.0008,3.7075,51.0142501,3.7070047
317.0,,Kunstlaan,16.0,3500,Hasselt,Limburg,,,,,50.915099999999995,5.32285,50.847765,5.32285
318.0,,Interleuvenlaan ,58.0,3001,Leuven,Vlaams-Brabant,,,,,50.8643,4.696,50.7484494,4.696
319.0,,Sint-Katelijnestraat ,154.0,2800,Mechelen,Antwerpen,,,,,51.046400000000006,4.468,51.0325835,4.4755605
320.0,,Hof ter Weze,1.0,8800,Roeselare,West-Vlaanderen,,,,,50.942375,3.14765,50.9244494,3.1196812
321.0,,Patersstraat,100.0,2300,Turnhout,Antwerpen,,,,,51.3225,4.9447,51.3286893,4.9498122
323.0,,Interleuven,58.0,3001,Leuven,Vlaams-Brabant,,,,,50.8643,4.696,50.882886850000006,4.696103101749733
328.0,, Ingelmunstersteenweg,11.0,8760,Meulebeke,West-Vlaanderen,,,,,50.9514,3.288,50.9445631,3.2776424
335.0,,Chaussée de Haecht,1405.0,1130,Bruxelles,Bruxelles-Brussel,,,,,50.8956,4.417,50.8662417,4.3748744
341.0,,Avenue du Bois St. Jean,21.0,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.5769971,5.5540105
344.0,,Keienpoelweg,6.0,3300,Tienen,Vlaams-Brabant,,Y,,,50.81495555555556,4.924133333333334,50.7949048,4.98838
346.0,,Avenue de Gaulle,2.0,7500,Tournai,Hainaut,,Y,,,50.58736666666667,3.3838666666666666,50.8513826,3.3838666666666666
349.0,,Haven 1968 Sint Annalaan ,1.0,9130,Kallo,Oost-Vlaanderen,,Y,,,51.277,4.2261,51.277,4.2261
354.0,,Bld Leopold II,44.0,1080,Bruxelles,Bruxelles-Brussel,,,,,50.8499,4.3125,50.8499,4.3125
355.0,,Adolphe Lavallée,1.0,1080,Bruxelles,Bruxelles-Brussel,,,,,50.8499,4.3125,50.8593023,4.3400079
356.0,,Bld. Du jardin Botanique,,1000,Bruxelles,Bruxelles-Brussel,,,,,50.8504,4.3488,50.8504,4.3488
357.0,,Ch. St - Joseph,4.0,1440,Braine-le-Château,Brabant Wallon,,,,,50.68085000000001,4.2862,50.68085000000001,4.2862
358.0,,Rue des boignées,13.0,1440,Wauthier-Braine,Brabant Wallon,,,,,50.68085000000001,4.2862,50.6783508,4.3004488
359.0,,Rue de l institut,8.0,6040,Jumet,Hainaut,,,,,50.4422,4.4374,50.4422,4.4374
360.0,,Rue de Bricgniot,196.0,5002,Saint-Servais,Namur,,,,,50.4763,4.8366,50.488278,4.827504
361.0,,Rue sur les bois,113.0,4870,Fraipont,Liège,,,,,50.5732,5.71345,50.5732,5.71345
362.0,,Rue de l Hydrion 108l,108.0,6700,Arlon,Luxembourg,,,,,49.686575000000005,5.7898499999999995,49.686575000000005,5.7898499999999995
364.0,,Place des Sports,3.0,1348,Louvain-la-Neuve,Brabant Wallon,,,,,50.6683,4.6144,50.473649,4.6144
365.0,,Rue de la Marlette,3.0,7180,Seneffe,Hainaut,,,,,50.5313,4.263,50.5313,4.263
366.0,,Av. de la Sapinette,3.0,7000,Mons,Hainaut,,,,,50.4541,3.9523,50.4675144,3.9434238
367.0,,Av. du Lac ,56.0,7640,Antoing,Hainaut,,,,,50.5593,3.4766,50.5593,3.4766
368.0,,Av. Amédée Hesse,41.0,4900,Spa,Liège,,,,,50.4838,5.8667,50.4934277,5.8736684
369.0,,Ile de Campana,,4030,Grivegnée,Liège,,,,,50.6215,5.611,50.6215,5.611
370.0,,Allée des Sports,63.0,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.3709779,5.552499999999999
371.0,,Allée du Stade,3.0,5100,Jambes,Namur,,,,,50.42752,4.900180000000001,50.42752,4.900180000000001
372.0,,Rue Chéravoie,2.0,6840,Neufchâteau,Luxembourg,,,,,49.84441666666667,5.420166666666667,49.84441666666667,5.5763763
373.0,,Site de l Eau d Heure,4.0,6440,Froidchapelle,Hainaut,,,,,50.185775,4.33035,50.185775,4.33035
374.0,,Allée des Sports,12.0,6280,Loverval,Hainaut,,,,,50.35583333333333,4.528616666666667,50.3709779,4.4722366
375.0,,Rue du Liry,21.0,6810,Chiny,Luxembourg,,,,,49.70843333333334,5.374633333333333,49.6599398,5.374633333333333
376.0,,Chée de Wavre,2057.0,1160,Bruxelles,Bruxelles-Brussel,,,,,50.8167,4.4333,50.8167,4.4333
377.0,,Av. Mounier,87.0,1200,Bruxelles,Bruxelles-Brussel,,,,,50.8439,4.4291,50.8439,4.4291
378.0,,Rue des Grives,53.0,1070,Bruxelles,Bruxelles-Brussel,,,,,50.8362,4.3145,50.8362,4.3145
379.0,,Omer Vanaudenhovelaan,48.0,3290,Diest,Vlaams-Brabant,,Y,,,51.000575,5.068525,50.9818807,5.0595747
380.0,,Fabriekstraat,,3980,Tessenderlo,Limburg,,,,,51.0651,5.0886,51.3003084,5.0886
381.0,,Pastorijstraat ,118.0,3300,Tienen,Vlaams-Brabant,,Y,,,50.81495555555556,4.924133333333334,50.81495555555556,4.924133333333334
383.0,,Brand Whitlocklaan,165.0,1200,Brussel,Bruxelles-Brussel,,,,,50.8439,4.4291,50.8424416,4.4061814
384.0,,Gobelinstraat,3.0,9700,Oudenaarde,Oost-Vlaanderen,,,,,50.85603571428572,3.61675,50.8483135,3.6028988
385.0,,Kolonel Begaultlaan ,15.0,3012,Wilsele,Vlaams-Brabant,,,,,50.8919,4.6977,50.903117,4.7064533
387.0,,Beeldhouwkunstlaan,,1700,Dilbeek,Vlaams-Brabant,,N,,,50.86293333333333,4.230566666666666,50.8421038,4.2805432
389.0,,Kapelstraat,100.0,9100,Sint-Niklaas,Oost-Vlaanderen,,Y,,,51.17935,4.16075,51.2152815,4.16075
390.0,,Vierwegstraat,194.0,8800,Roeselare,West-Vlaanderen,,,,,50.942375,3.14765,50.942375,3.14765
396.0,,Paderstraat ,158.0,8620,Nieuwpoort,West-Vlaanderen,,,,,51.12336666666666,2.7645,51.12336666666666,2.7645
398.0,,Haarlebeek,3.0,2275,Lille,Antwerpen,,,,,51.2503,4.8293,51.2802138,4.8372416
399.0,,Pedro Colomalaan,25.0,2880,Bornem,Antwerpen,,,,,51.092225,4.223975,51.0933248,4.2576512
403.0,,Parc Industriel Zone A,,7011,Ghlin,Hainaut,,,,,50.4731,3.9029,50.4731,3.9029
404.0,,Wiemesmeerstraat ,105.0,3600,Genk,Limburg,,Y,,,50.965,5.5008,50.965,5.5008
407.0,,Schurhovenveld ,4820.0,3800,Sint-Truiden,Limburg,,,,,50.79376,5.2211799999999995,50.79376,5.2211799999999995
409.0,,Vlasland,4.0,2260,Westerlo,Antwerpen,,Y,,,51.106075,4.9019,51.106075,4.9019
411.0,,Vlieghavenlaan,50.0,3140,Keerbergen,Vlaams-Brabant,,,,,51.003,4.6343,51.003,4.6343
414.0,,Slachthuislaan,74.0,2060,Antwerpen,Antwerpen,,,,,51.2199,4.4035,51.2199,4.4035
415.0,,Elzen,145.0,3920,Lommel,Limburg,,,,,51.2307,5.3135,51.2307,5.3135
415.0,,Elzen,145.0,3920,Lommel,Limburg,,,,,51.2307,5.3135,51.2307,5.3135
417.0,,Arianelaan,5.0,1200,Brussel,Bruxelles-Brussel,,,,,50.8439,4.4291,50.8439,4.4291
418.0,,Stift,2.0,3960,Bree,Limburg,,,,,51.1379,5.61794,50.963826,5.61794
419.0,,Katjeswilgenlaan ,,3010,Kessel-Lo,Vlaams-Brabant,,N,,,50.8855,4.7372,50.8936287,4.7184937
420.0,,Weerstandlaan,24.0,2660,Hoboken,Antwerpen,,,,,51.1761,4.3484,51.1761,4.3484
421.0,,Citadelpark ,,9000,Gent,Oost-Vlaanderen,,,,,51.05,3.7167,51.038130800000005,3.718495861699464
422.0,,Citadelpark ,,9000,Gent,Oost-Vlaanderen,,,,,51.05,3.7167,51.038130800000005,3.718495861699464
423.0,,Citadelpark ,,9000,Gent,Oost-Vlaanderen,,,,,51.05,3.7167,51.038130800000005,3.718495861699464
424.0,,Citadelpark ,,9000,Gent,Oost-Vlaanderen,,,,,51.05,3.7167,51.038130800000005,3.718495861699464
425.0,,Citadelpark ,,9000,Gent,Oost-Vlaanderen,,,,,51.05,3.7167,51.038130800000005,3.718495861699464
427.0,,Tervuursevest,101.0,3001,Heverlee,Vlaams-Brabant,,,,,50.8643,4.696,50.8704747,4.6928948
428.0,,Speiestraat,32.0,8940,Wervik,West-Vlaanderen,,N,,,50.79525,3.0577,50.7787805,3.0458521
429.0,,Place des sports,1.0,1348,Louvain-la-Neuve,Brabant Wallon,,Y,,,50.6683,4.6144,50.473649,4.6144
430.0,,Rue du Castinia,,1348,Louvain-la-Neuve,Brabant Wallon,,,,,50.6683,4.6144,50.6703453,4.6051266
431.0,,Liersestwg.,4.0,2800,Mechelen,Antwerpen,,,,,51.046400000000006,4.468,51.1491229,4.5774378
434.0,,Route St - Hubert,1.0,6800,Recogne,Luxembourg,,,,,49.9495625,5.4291625,50.2037388,5.4291625
436.0,,Vaartstraat,60.0,8710,Wielsbeke,West-Vlaanderen,,,,,50.89776666666666,3.3621,50.89776666666666,3.3621
437.0,,Ooigemstraat,12.0,8710,Wielsbeke,West-Vlaanderen,,,,,50.89776666666666,3.3621,50.889746,3.3438104
438.0,,Westerring,15.0,9700,Oudenaarde,Oost-Vlaanderen,,,,,50.85603571428572,3.61675,50.85603571428572,3.61675
445.0,,Nazarethsesteenweg,77.0,9800,Astene,Oost-Vlaanderen,,N,,,50.990945454545454,3.5189545454545454,50.969114,3.5763836
450.0,,Lamorinierestraat,,2018,Antwerpen,Antwerpen,,Y,,,51.2199,4.4035,51.206753,4.4231305
451.0,,Riderveldlaan,5.0,2018,Antwerpen,Antwerpen,,Y,,,51.2199,4.4035,51.2199,4.4035
452.0,,Nijverheidslaan,7.0,3200,Aarschot,Vlaams-Brabant,,,,,50.976699999999994,4.8205,51.1156226,4.8205
453.0,,Nijverheidslaan,7.0,3200,Aarschot,Vlaams-Brabant,,,,,50.976699999999994,4.8205,51.1156226,4.8205
454.0,,Nijverheidslaan,,3200,Aarschot,Vlaams-Brabant,,,,,50.976699999999994,4.8205,51.1156226,4.8205
455.0,,Schaliehoevestraat ,12.0,2220,Heist-Op-Den-Berg,Antwerpen,,,,,51.079800000000006,4.72875,51.0438603,4.6986627
456.0,,Nijverheidslaan,7.0,3200,Aarschot,Vlaams-Brabant,,,,,50.976699999999994,4.8205,51.1156226,4.8205
457.0,,Cipaalstraat ,8.0,2440,Geel,Antwerpen,,,,,51.1656,4.9892,51.1656,4.9892
458.0,,Erperheidestraat,2.0,3990,Peer,Limburg,,Y,,,51.147725,5.457325,51.1355424,5.5066689
459.0,,Koldamstraat,9.0,1560,Hoeilaart,Vlaams-Brabant,,,,,50.7673,4.4683,50.7688759,4.4767387
460.0,,Nekkerspoelstraat,199.0,2800,Mechelen,Antwerpen,,,,,51.046400000000006,4.468,51.0332597,4.5061644
461.0,,Kruisstraat,54.0,3120,Tremelo,Vlaams-Brabant,,,,,50.9923,4.7081,50.9923,4.7081
466.0,,Av. de Burlet,4.0,1400,Nivelles,Brabant Wallon,,,,,50.59825,4.308949999999999,50.5998605,4.334329
468.0,,Zeypestraat,26.0,1910,Kampenhout,Vlaams-Brabant,,Y,,,50.952275,4.5129,50.952275,4.5129
469.0,,Bergtorfbroeklaan,,1910,Kampenhout,Vlaams-Brabant,,Y,,,50.952275,4.5129,50.952275,4.5129
470.0,,Kerkstraat,34.0,1910,Kampenhout,Vlaams-Brabant,,Y,,,50.952275,4.5129,50.952275,4.5129
471.0,,Steenweg op Zevendonk ,18.0,2300,Turnhout,Antwerpen,,Y,,,51.3225,4.9447,51.3010911,4.9520366
472.0,,Uilenbaan,15.0,2160,Wommelgem,Antwerpen,,,,,51.2045,4.5225,51.213005550000005,4.519486484162901
473.0,,Reep,1.0,9000,Gent,Oost-Vlaanderen,,Y,,,51.05,3.7167,51.0522078,3.7290749
474.0,,Vlamingenstraat,83.0,3000,Leuven,Vlaams-Brabant,,Y,,,50.8796,4.7009,50.8796,4.7009
475.0,,Steenweg op Tielen ,51.0,2300,Turnhout,Antwerpen,,Y,,,51.3225,4.9447,51.3035418,4.9348448
476.0,,Cathilleweg t,38.0,8490,Jabbeke,West-Vlaanderen,,,,,51.183980000000005,3.0979400000000004,51.2130241,3.073098
477.0,,Sarkoheemstraa,2.0,8490,Jabbeke,West-Vlaanderen,,,,,51.183980000000005,3.0979400000000004,51.183980000000005,3.0979400000000004
478.0,,Oude Dorpweg,58.0,8490,Jabbeke,West-Vlaanderen,,,,,51.183980000000005,3.0979400000000004,51.183980000000005,3.0979400000000004
479.0,,Eernegemweg  ,,8490,Jabbeke,West-Vlaanderen,,,,,51.183980000000005,3.0979400000000004,51.160717,3.0927037
480.0,,Dorpsstraat,,8490,Jabbeke,West-Vlaanderen,,,,,51.183980000000005,3.0979400000000004,51.183980000000005,3.0979400000000004
485.0,,Parklaan ,,2300,Turnhout,Antwerpen,,N,,,51.3225,4.9447,51.3123373,4.9302909
488.0,,Motstraat,32.0,2800,Mechelen,Antwerpen,,,,,51.046400000000006,4.468,50.843491,4.468
489.0,,Zeutestraat ,5.0,2800,Mechelen,Antwerpen,,,,,51.046400000000006,4.468,51.046400000000006,4.468
490.0,,Rue de Chassart,38.0,1495,Marbais,Brabant Wallon,,,,,50.5649,4.53356,50.5251886,4.4795145
491.0,,Squaire Marie-Curie,40.0,1070,Bruxelles,Bruxelles-Brussel,,,,,50.8362,4.3145,50.8362,4.3145
492.0,,Rue Osseghem,53.0,1080,Bruxelles,Bruxelles-Brussel,,,,,50.8499,4.3125,50.8499,4.3125
493.0,,Industriepark Nederwest Oost,,9400,Meerbeke,Oost-Vlaanderen,,,,,50.82268571428572,4.008742857142857,50.82268571428572,4.008742857142857
494.0,,Broekaai ,13.0,1731,Zellik,Vlaams-Brabant,,,,,50.8916,4.2751,50.8916,4.2751
495.0,,AVenue Herman Debroux,42.0,1160,Bruxelles,Bruxelles-Brussel,,,,,50.8167,4.4333,50.8167,4.4333
496.0,,Rue des Pieds d Alouettes,12.0,5100,Naninne,Namur,,,,,50.42752,4.900180000000001,50.42752,4.900180000000001
498.0,,Laarstraat,16.0,2610,Wilrijk,Antwerpen,,,,,51.1673,4.3951,51.1673,4.3951
500.0,,Route de Glons,1.0,4452,Paifve,Liège,,,,,50.7287,5.5141,50.7362607,5.5237677
509.0,,Nieuwevaart,51.0,9000,Gent,Oost-Vlaanderen,,N,,,51.05,3.7167,51.05,3.7167
510.0,,Allée du Bol d Air,13.0,4317,Angleur,Liège,,,,,50.643233333333335,5.250616666666667,50.5817378,5.250616666666667
517.0,,Nijverheidsstraat,7.0,2260,Westerlo,Antwerpen,,Y,,,51.106075,4.9019,51.2999307,4.9019
518.0,,Boomsestweg,957.0,2610,Wilrijk,Antwerpen,,,,,51.1673,4.3951,51.1673,4.3951
519.0,,Ingberthoeveweg ,7.0,2630,Aartselaar,Antwerpen,,,,,51.1341,4.3868,51.1480931,4.3939605
520.0,,Boomsestwg.,957.0,2610,Wilrijk,Antwerpen,,,,,51.1673,4.3951,51.1316981,4.3759855
521.0,,Boomsestwg. ,957.0,2610,Wilrijk,Antwerpen,,,,,51.1673,4.3951,51.1316981,4.3759855
525.0,,Weg nr. Bre,2.0,3660,Opglabbeek,Limburg,,,,,51.1394,5.5154,51.1394,5.5154
526.0,,Klaproosstraat ,12.0,2340,Beerse,Antwerpen,,,,,51.30725,4.81715,51.3136051,4.9308589
530.0,,Herbesthalerstrasse,325.0,4700,Eupen,Liège,,,,,50.6279,6.0365,50.6341069,6.0253838
531.0,,Bld. Du Souverain,25.0,1170,Bruxelles,Bruxelles-Brussel,,,,,50.8015,4.4144,50.8015,4.4144
532.0,,Grotesteenweg,214.0,2600,Berchem,Antwerpen,,,,,51.1902,4.4326,51.1021361,4.4326
533.0,,Rue du Trône ,1.0,1000,Bruxelles,Bruxelles-Brussel,,,,,50.8504,4.3488,50.833159,4.3747301
534.0,,Av. Marcel Thiry,208.0,1200,Bruxelles,Bruxelles-Brussel,,,,,50.8439,4.4291,50.8555191,4.4285923
535.0,,Site Philips - Ubicenter,208.0,3000,Leuven,Vlaams-Brabant,,,,,50.8796,4.7009,50.8796,4.7009
536.0,,Grote Steenweg ,214.0,2600,Berchem,Antwerpen,,,,,51.1902,4.4326,51.1276585,4.4326
537.0,,Oktrooiplein ,1.0,9000,Gent,Oost-Vlaanderen,,,,,51.05,3.7167,51.0563335,3.7394802
538.0,,Rue Joffre ,12.0,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.6524,5.552499999999999
539.0,,Blvd. Audent,,4000,Liège,Liège,,,,,50.6524,5.552499999999999,50.6524,5.552499999999999
540.0,,Rue d Othée,214.0,4432,Alleur,Liège,,,,,50.6896,5.4965,50.6677539,5.5281745
542.0,,Ch. de mariemon,100.0,7140,Morlanwelz,Hainaut,,,,,50.455,4.2452,50.455,4.2452
543.0,,Rue Ducale,1.0,1000,Bruxelles,Bruxelles-Brussel,,,,,50.8504,4.3488,50.8466485,4.3671678
545.0,,Av. de la Couronne,6.0,1050,Bruxelles,Bruxelles-Brussel,,,,,50.8333,4.3667,50.8166723,4.392069
550.0,,Leuvensesteenweg ,5.0,3080,Tervuren,Vlaams-Brabant,,,,,50.825266666666664,4.5432999999999995,51.0011604,4.5237948
564.0,,Boechhoutlaan,55.0,1853,Strombeek-Bever,Vlaams-Brabant,U gebouw achteraan onze site – koffie area – re tegen de muur,,,,50.9104,4.3558,50.9104,4.3558
565.0,,Temselaan,100.0,1853,Strombeek-Bever,Vlaams-Brabant,,,,,50.9104,4.3558,50.9039715,4.3425351
566.0,,Rue Maestricht,,4651,Battice,Liège,,,,,50.6473,5.821,50.6473,5.821
568.0,,Nijverheidsstraat,9.0,2260,OEVEL,Antwerpen,,Y,,,51.106075,4.9019,51.2999307,4.9019
569.0,,Lieven Bauwensstraa,16.0,8200,Brugge,West-Vlaanderen,,,,,51.19255,3.19515,51.19255,3.19515
570.0,,Wilrijkstraat,8.0,2650,Edegem,Antwerpen,,,,,51.1566,4.445,51.1566,4.445
571.0,,Schiepse Bo,4.0,3600,Genk,Limburg,,,,,50.965,5.5008,50.9593273,5.5158601
572.0,,Boomkensstraat,303.0,3500,Hasselt,Limburg,,,,,50.915099999999995,5.32285,50.7753165,5.32285
573.0,,Grote Markt,,8900,Ieper,West-Vlaanderen,,,,,50.8513,2.8668,50.84672905,2.8668
574.0,,Leopold III-laan,,8900,Ieper,West-Vlaanderen,,,,,50.8513,2.8668,51.128053,2.8668
575.0,,Laarbeeklaan,105.0,1090,Brussel,Bruxelles-Brussel,,,,,50.8731,4.3342,50.8867766,4.3109165
576.0,,Herestraat,19.0,3000,Leuven,Vlaams-Brabant,,,,,50.8796,4.7009,50.8796,4.7009
577.0,,Motstraat,40.0,2800,Mechelen,Antwerpen,,,,,51.046400000000006,4.468,50.843491,4.468
578.0,,Dirk Martensstraat,11.0,8200,Sint-Andries,West-Vlaanderen,,,,,51.19255,3.19515,51.2087421,3.2022227
580.0,,A. Van Dijckstraat,10.0,2300,Turnhout,Antwerpen,,,,,51.3225,4.9447,51.3225,4.9447
581.0,,Rue De La Carbo,,7333,Tertre,Hainaut,,,,,50.4692,3.8124,50.4763975,3.8158127
582.0,,Rue De La Carbo,,7333,Tertre,Hainaut,,,,,50.4692,3.8124,50.4763975,3.8158127
583.0,,Chaussée du Tubize ,297.0,1420,Braine-l Alleud,Brabant Wallon,,,,,50.6836,4.3678,50.6836,4.3678
585.0,,Boulevard Industriel,96.0,7700,Mouscron,Hainaut,,,,,50.74225,3.2212,50.74225,3.2212
586.0,,Rue de l Industrie,44.0,1040,Bruxelles,Bruxelles-Brussel,,,,,50.8327,4.3884,50.8327,4.3884
587.0,,Rue Royale ,100.0,1000,Bruxelles,Bruxelles-Brussel,,,,,50.8504,4.3488,50.8504,4.3488
588.0,,Rue de la Papeterie,,6760,Virton,Luxembourg,,,,,49.5634,5.584325,49.5634,5.584325
592.0,,Avenue de la Joyeuse Entrée,,1040,Bruxelles,Bruxelles-Brussel,,Y,,,50.8327,4.3884,50.8327,4.3884
